CostCenter, Parent, Alias: Default, Alias: KOREAN ALIAS, Valid For Consolidations, Data Storage, Two Pass Calculation, Description, Formula, Formula Description, UDA, Smart List, Data Type, Hierarchy Type, Enable for Dynamic Children, Number of Possible Dynamic Children, Access Granted to Member Creator, Allow Upper Level Entity Input, Process Management Enabled, UUID, Data Id, Old Name, Old Unique Name, Plan Type (FinPlan), Aggregation (FinPlan), Data Storage (FinPlan), Formula (FinPlan), Solve Order (FinPlan), Formula Description (FinPlan), Plan Type (FinRPT), Aggregation (FinRPT), Data Storage (FinRPT), Formula (FinRPT), Solve Order (FinRPT), Formula Description (FinRPT), Operation
CC3280,CC3200,3280-Retail Shop - Food & Beverage,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,fc9343a2-81ad-4b58-a275-b640f2e48760,2424002664482734,CC3280,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
103210ORF,CC3200,COS 3210-Retail Shop - Food & Beverage,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,18b73779-c1e5-4515-8c58-e71eae1c7b7e,1977192062275259,103210ORF,[CC3200].[103210ORF],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC4000,CC9999,4000-Summary - Miscellaneous Income,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,87c2b9a8-e7f1-46c6-958c-ab7d3a6c79b8,477840506702442,CC4000,<none>,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC4010,CC4000,,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e99e9145-1394-428a-8028-633ebda0404a,1994535636782538,CC4010,[CC4000].[CC4010],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC4020,CC4000,,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f2ff6abd-75d3-462a-8722-35c8e43161bf,469644677628890,CC4020,[CC4000].[CC4020],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC4100,CC4000,4100-Miscellaneous Income - Hotel,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,536f18f2-33e9-4ebc-a472-5ea308ee0d61,2276886888401997,CC4100,[CC4000].[CC4100],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC4200,CC4000,4200-Miscellaneous Income - F &B,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ff105eeb-7379-45d9-90c1-027003f1bcf3,2625773672743339,CC4200,[CC4000].[CC4200],true,+,store,<none>,0,,true,+,store,<none>,0,,
104010MIH,CC4000,COS Miscellaneous Income - Hotel,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b1eb04d0-5b30-4328-b38d-207d1940fdc9,3563778497855547,104010MIH,[CC4000].[104010MIH],true,+,store,<none>,0,,true,+,store,<none>,0,,
104020MIF,CC4000,COS Miscellaneous Income - F &B,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d152901f-ec3a-4490-a791-bbd11dd1344a,782762057288089,104020MIF,[CC4000].[104020MIF],true,+,store,<none>,0,,true,+,store,<none>,0,,
104100MIH,CC4000,COS 4100-Miscellaneous Income - Hotel,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,68b8aaba-ab33-40ff-a11d-9c5dd90bae8b,1077218885519640,104100MIH,[CC4000].[104100MIH],true,+,store,<none>,0,,true,+,store,<none>,0,,
104200MIF,CC4000,COS 4200-Miscellaneous Income - F &B,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2ead83a2-f677-4068-92c5-dda3753effce,669737950858296,104200MIF,[CC4000].[104200MIF],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5000,CC9999,5000-Summary - Undistributed Departments,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,92852989-29a3-43b8-964d-69156334a1d8,1912613697244900,CC5000,<none>,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5100,CC5000,5100-Summary - A & G,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,0b545e88-ab72-4a65-8ab7-9373f738a255,4297234775950481,CC5100,<none>,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5110,CC5100,5110-A & G - Hotel,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,0dcddf92-0e82-4e73-b829-9436e683b54a,916743493796322,CC5110,[CC5100].[CC5110],true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5111,CC5110,5111-A & G - Hotel - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d27f9021-23fa-448c-807b-d18b3db22991,995471650406878,CC5111,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5112,CC5110,5112-A & G - Hotel - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,ad8740ac-d060-490b-b874-8bcafa0ac529,3809488964897395,CC5112,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5113,CC5110,5113-A & G - Hotel - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c7d3941f-3ad2-47b8-b045-415511bc203a,1004112674704301,CC5113,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5114,CC5110,5114-A & G: HR - Hotel - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,310646f3-b2ca-4d55-ad9d-f813d1769fba,1346077167798808,CC5114,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5115,CC5110,5115-A & G: HR - Hotel - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,10f739c9-6575-4ec3-972c-8f2dec857faa,3538347387538574,CC5115,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5116,CC5110,5116-A & G: HR - Hotel - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,caf57009-d448-45ec-8dfe-a92c745ce8ad,2541840961258279,CC5116,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
205111AGH,CC5110,S&A 5111-A & G - Hotel - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7a6185ee-44d8-452c-99e9-2e24286e8c12,2258135181380674,205111AGH,[CC5110].[205111AGH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205112AGH,CC5110,S&A 5112-A & G - Hotel - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f8872df8-3ebd-44c8-a18d-ad01978d4cc4,3455730732517487,205112AGH,[CC5110].[205112AGH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205113AGH,CC5110,S&A 5113-A & G - Hotel - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,92bd4df3-c77e-4526-b02b-67507ed97dfd,721569818886512,205113AGH,[CC5110].[205113AGH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205114AGH,CC5110,S&A 5114-A & G: HR - Hotel - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,db38def4-bbad-43b8-89dd-ea7b60924c2a,604648459487008,205114AGH,[CC5110].[205114AGH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205115AGH,CC5110,S&A 5115-A & G: HR - Hotel - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,670b2e1d-5d33-465f-a5a2-2a1333601ddd,2550823715294990,205115AGH,[CC5110].[205115AGH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205116AGH,CC5110,S&A 5116-A & G: HR - Hotel - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,5c5804a8-8549-4ee5-9b7b-1f52d31fe29c,531581532589742,205116AGH,[CC5110].[205116AGH],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5120,CC5100,5120-A & G - F & B,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,0239e34d-bb87-42bf-97a4-778b0d9c6b46,3490434885240021,CC5120,[CC5100].[CC5120],true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5121,CC5120,5121-A & G - F & B - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,32e061ee-cbac-4662-a548-96c9293ef917,946284669914145,CC5121,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5122,CC5120,5122-A & G - F & B - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,c4639a7d-4c59-4372-bf26-b6a5517fd043,3598035462866709,CC5122,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5123,CC5120,5123-A & G - F & B - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,3370670b-2db5-43f6-ae88-196792e7610e,4288215671128866,CC5123,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5124,CC5120,5124-A & G: HR - F & B - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7c1c5f31-5d83-47e0-84a5-d095777ee4ab,1628172113692274,CC5124,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5125,CC5120,5125-A & G: HR - F & B - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,81f90f2d-824e-4af6-822d-53250a6df000,4142136846140984,CC5125,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5126,CC5120,5126-A & G: HR - F & B - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,e1778acd-fdbe-4913-9ccc-9dfde0967ac4,1757446903777550,CC5126,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
205121AGF,CC5120,S&A 5121-A & G - F & B - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,bda51437-5cd7-4fc4-ba2c-5b6ef342b5e8,2479585417447489,205121AGF,[CC5120].[205121AGF],true,+,store,<none>,0,,true,+,store,<none>,0,,
205122AGF,CC5120,S&A 5122-A & G - F & B - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,bc71283c-6825-4821-8642-9243d3195866,323133558965762,205122AGF,[CC5120].[205122AGF],true,+,store,<none>,0,,true,+,store,<none>,0,,
205123AGF,CC5120,S&A 5123-A & G - F & B - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d5c5b399-c7da-47e3-ad32-dbd9123aabfd,1817595738145244,205123AGF,[CC5120].[205123AGF],true,+,store,<none>,0,,true,+,store,<none>,0,,
205124AGF,CC5120,S&A 5124-A & G: HR - F & B - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,88e98aac-7dd9-483b-afc0-f903d6275ecc,396783003977430,205124AGF,[CC5120].[205124AGF],true,+,store,<none>,0,,true,+,store,<none>,0,,
205125AGF,CC5120,S&A 5125-A & G: HR - F & B - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,8a051c42-6107-472b-957e-8b81c0b606a4,1979844370251842,205125AGF,[CC5120].[205125AGF],true,+,store,<none>,0,,true,+,store,<none>,0,,
205126AGF,CC5120,S&A 5126-A & G: HR - F & B - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,da159758-303a-473a-b625-d157ba5e6374,4466896023601428,205126AGF,[CC5120].[205126AGF],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5200,CC5000,5200-Summary - IT,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,5e7b6bef-ff87-4872-8b93-81054c1aea19,1312800651232956,CC5200,<none>,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5210,CC5200,5210-IT - Hotel,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,b091f4bb-6f12-4444-ba9e-3c81a145760a,371274954329337,CC5210,[CC5200].[CC5210],true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5211,CC5210,5211-IT - Hotel - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,bb62f7e3-9cb3-4790-b09b-7894f50c13a3,27321389894455,CC5211,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5212,CC5210,5212-IT - Hotel - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,f0d8f7c6-5974-4c70-b32a-30fbb80ab2a8,3327498141910289,CC5212,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5213,CC5210,5213-IT - Hotel - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,340f2963-ef9a-49d6-9f71-b78e735eb4cd,700464289761387,CC5213,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
205211ITH,CC5210,S&A 5211-IT - Hotel - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,17f493a7-0fb2-4537-b645-f2783dffdf6a,3931666340923217,205211ITH,[CC5210].[205211ITH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205212ITH,CC5210,S&A 5212-IT - Hotel - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,3a4b976b-9565-4b86-ade0-0564c5ced64d,2851083453941514,205212ITH,[CC5210].[205212ITH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205213ITH,CC5210,S&A 5213-IT - Hotel - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,dcda6411-0f05-488b-aa78-52083a47e33b,3507639473619460,205213ITH,[CC5210].[205213ITH],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5220,CC5200,5220-IT - F & B,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,902e2ae7-e3ef-4e72-8599-bddd82e6e3b6,2970601351431051,CC5220,[CC5200].[CC5220],true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5221,CC5220,5221-IT - F & B - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,73696288-2552-49fd-bfd7-3e9a6fb9fb85,3190233940642668,CC5221,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5222,CC5220,5222-IT - F & B - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,b2f009b0-692f-4661-b3d8-ad43954e5a93,2946285177686325,CC5222,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5223,CC5220,5223-IT - F & B - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,508a3be8-e82e-4a9d-977b-3ad8f2b89fba,4218638310262881,CC5223,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
205221ITF,CC5220,S&A 5221-IT - F & B - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,afbe3486-0f74-486f-bf69-1fe827953f6d,4402227055511408,205221ITF,[CC5220].[205221ITF],true,+,store,<none>,0,,true,+,store,<none>,0,,
205222ITF,CC5220,S&A 5222-IT - F & B - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,38299331-cac9-4b31-9796-04e48b0727f1,2142066665145664,205222ITF,[CC5220].[205222ITF],true,+,store,<none>,0,,true,+,store,<none>,0,,
205223ITF,CC5220,S&A 5223-IT - F & B - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a96f56b3-1ce1-44da-9dd0-f036cd4b93bf,506324098696911,205223ITF,[CC5220].[205223ITF],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5300,CC5000,5300-Summary - S & M,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,12138b69-3ca7-4213-9d97-c8c40c2f190c,3896530985829502,CC5300,<none>,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5310,CC5300,5310-S & M - Hotel,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,e3c7ee76-b04f-4a28-ae5d-2a4cafb5321c,2266756102704271,CC5310,[CC5300].[CC5310],true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5311,CC5310,5311-S & M - Hotel - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,53fafb92-06b7-49d0-9c92-892361a963ca,2618812106032740,CC5311,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5312,CC5310,5312-S & M - Hotel - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,31c28427-ee62-408a-b9f3-167c9168666b,2557651952946108,CC5312,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5313,CC5310,5313-S & M - Hotel - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d3b35ef3-827c-400d-ac76-d78572c0616d,1696247479224662,CC5313,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
205311SMH,CC5310,S&A 5311-S & M - Hotel - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2286218c-3d2d-482f-a105-e4e4d0174e03,1584951495182460,205311SMH,[CC5310].[205311SMH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205312SMH,CC5310,S&A 5312-S & M - Hotel - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,cbfc879e-93d2-48ca-8de2-519ef34dfd33,1634984257209510,205312SMH,[CC5310].[205312SMH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205313SMH,CC5310,S&A 5313-S & M - Hotel - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,bce63f44-67f5-4419-b575-22670aa20745,1091290906117989,205313SMH,[CC5310].[205313SMH],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5320,CC5300,5320-S & M - F & B,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,a8539ebd-1a51-47d2-869d-27ca95694a86,262866475108240,CC5320,[CC5300].[CC5320],true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5321,CC5320,5321-S & M - F & B - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,18f031b2-4687-492c-aa5a-e9f6faee8b44,4410095422292495,CC5321,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5322,CC5320,5322-S & M - F & B - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d1ec05b1-e53c-47eb-a132-f5640d221375,4203714213595094,CC5322,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5323,CC5320,5323-S & M - F & B - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d3f7118d-5e66-4e2c-ab5c-ad8c861eaec8,2576700374139766,CC5323,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
205321SMF,CC5320,S&A 5321-S & M - F & B - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2515c953-c7f5-4473-b1bd-f531940f36b2,4085335521053972,205321SMF,[CC5320].[205321SMF],true,+,store,<none>,0,,true,+,store,<none>,0,,
205322SMF,CC5320,S&A 5322-S & M - F & B - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,1d6bfc80-0bb4-4c9b-9805-d6660d15551b,3848386220411953,205322SMF,[CC5320].[205322SMF],true,+,store,<none>,0,,true,+,store,<none>,0,,
205323SMF,CC5320,S&A 5323-S & M - F & B - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d3766efd-0c49-49a0-b89f-4b56c0d47c23,2183462938362971,205323SMF,[CC5320].[205323SMF],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5400,CC5000,5400-Summary - PO & M,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,cf16d9e9-e921-4f8c-a97d-2bf65e92ce0b,1173548117150676,CC5400,<none>,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5410,CC5400,5410-PO & M - Hotel,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,43a230dc-e2a9-46b6-8720-e274056b37d1,582205640231063,CC5410,[CC5400].[CC5410],true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5411,CC5410,5411-PO & M - Hotel - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,856261a9-8d78-467e-9a07-4af5f946d48f,318569235959734,CC5411,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5412,CC5410,5412-PO & M - Hotel - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a0ae24e6-014b-43c8-8179-ad044d91d043,2414392487855156,CC5412,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5413,CC5410,5413-PO & M - Hotel - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,6aae8f6e-0254-450d-9bef-0db1258b7dc4,1607653152213869,CC5413,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
205411PMH,CC5410,S&A 5411-PO & M - Hotel - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,0636bf98-1677-40b6-8bb3-b425f2a3c7fa,3450013679306874,205411PMH,[CC5410].[205411PMH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205412PMH,CC5410,S&A 5412-PO & M - Hotel - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,fccb5e00-2f25-4509-838c-c477d26fe4f6,2508252694530191,205412PMH,[CC5410].[205412PMH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205413PMH,CC5410,S&A 5413-PO & M - Hotel - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,3583ddbc-1ef3-48b5-922e-553fc29fa5de,3107586752007017,205413PMH,[CC5410].[205413PMH],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5420,CC5400,5420-PO & M - F & B,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,5189f2cd-f124-42e8-896e-fbf53717e9b2,4264442910624327,CC5420,[CC5400].[CC5420],true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5421,CC5420,5421-PO & M - F & B - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7b5c0f4d-9343-4835-ada9-bbe2414b16ab,361379827567077,CC5421,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5422,CC5420,5422-PO & M - F & B - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,2921436a-b851-4257-baf3-38606a3139ac,2504127222333674,CC5422,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5423,CC5420,5423-PO & M - F & B - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,a969179b-3279-4382-a957-ba86955ae639,3416924319862032,CC5423,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
205421PMF,CC5420,S&A 5421-PO & M - F & B - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,d9201b8c-986d-4a2b-a0e1-f9b5e37f7ff4,1699615354012246,205421PMF,[CC5420].[205421PMF],true,+,store,<none>,0,,true,+,store,<none>,0,,
205422PMF,CC5420,S&A 5422-PO & M - F & B - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,43cf396d-1cd0-4a75-983f-2ff69325df72,2009174897020007,205422PMF,[CC5420].[205422PMF],true,+,store,<none>,0,,true,+,store,<none>,0,,
205423PMF,CC5420,S&A 5423-PO & M - F & B - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,9db73cee-fe41-4d55-ae47-8a4faaff3320,996034764161818,205423PMF,[CC5420].[205423PMF],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5500,CC5000,5500-Summary - Utilities,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,8f26d414-84cd-429f-a298-95a860609c0a,2672058397115284,CC5500,<none>,true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5510,CC5500,5510-Utilities - Hotel,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,8a809648-6161-4c53-84e3-562e047c704f,1648445739321970,CC5510,[CC5500].[CC5510],true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5511,CC5510,5511-Utilities - Hotel - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,7b389e36-7c89-46d8-a64f-b5f10b754617,2038347346168304,CC5511,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5512,CC5510,5512-Utilities - Hotel - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,269061a3-c263-42a3-b633-f0c4a0206d56,4091526109085765,CC5512,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5513,CC5510,5513-Utilities - Hotel - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,60a25efa-bd40-4aea-9e1a-3ea3350dac3c,1514492621373489,CC5513,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
205511UTH,CC5510,S&A 5511-Utilities - Hotel - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,77395fe4-6f01-4e9f-bd4d-70d164af4755,663348559170260,205511UTH,[CC5510].[205511UTH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205512UTH,CC5510,S&A 5512-Utilities - Hotel - Off Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,aa7f1024-2ecf-43fb-a59e-ccde2df3ac6b,1503324806071634,205512UTH,[CC5510].[205512UTH],true,+,store,<none>,0,,true,+,store,<none>,0,,
205513UTH,CC5510,S&A 5513-Utilities - Hotel - Home Office,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,15ccef2c-d564-4426-85de-38c8888a1124,1423395494446842,205513UTH,[CC5510].[205513UTH],true,+,store,<none>,0,,true,+,store,<none>,0,,
CC5520,CC5500,5520-Utilities - F & B,,false,dynamic calc,false,,<none>,<none>,,,unspecified,none,,,,false,true,fa5d8761-4a80-4da9-8f8c-c522471439b0,3686035329861714,CC5520,[CC5500].[CC5520],true,+,dynamic calc,<none>,0,,true,+,dynamic calc,<none>,0,,
CC5521,CC5520,5521-Utilities - F & B - On Property,,false,store,false,,<none>,<none>,,,unspecified,none,,,,false,true,964ce80a-ce1b-44f1-807d-8343f6e90bf3,2732896414944197,CC5521,<none>,true,+,store,<none>,0,,true,+,store,<none>,0,,
